"","region.type","region","year","week","time","weighted_ili","time_index","season","season_week"
"57","HHS Regions","Region 7",1997,45,1997-11-01 19:00:00,0.616256,10167,"1997/1998",15
"58","HHS Regions","Region 8",1997,45,1997-11-01 19:00:00,0.111352,10167,"1997/1998",15
"59","HHS Regions","Region 9",1997,45,1997-11-01 19:00:00,0.224589,10167,"1997/1998",15
"60","HHS Regions","Region 10",1997,45,1997-11-01 19:00:00,4.14224,10167,"1997/1998",15
"61","HHS Regions","Region 1",1997,46,1997-11-08 19:00:00,0.633391,10174,"1997/1998",16
"62","HHS Regions","Region 2",1997,46,1997-11-08 19:00:00,3.62935,10174,"1997/1998",16
"63","HHS Regions","Region 3",1997,46,1997-11-08 19:00:00,1.97044,10174,"1997/1998",16
"64","HHS Regions","Region 4",1997,46,1997-11-08 19:00:00,1.1385,10174,"1997/1998",16
"65","HHS Regions","Region 5",1997,46,1997-11-08 19:00:00,1.45385,10174,"1997/1998",16
"66","HHS Regions","Region 6",1997,46,1997-11-08 19:00:00,2.956,10174,"1997/1998",16
"67","HHS Regions","Region 7",1997,46,1997-11-08 19:00:00,0.720112,10174,"1997/1998",16
"68","HHS Regions","Region 8",1997,46,1997-11-08 19:00:00,1.56709,10174,"1997/1998",16
"69","HHS Regions","Region 9",1997,46,1997-11-08 19:00:00,2.60273,10174,"1997/1998",16
"70","HHS Regions","Region 10",1997,46,1997-11-08 19:00:00,3.04974,10174,"1997/1998",16
"71","HHS Regions","Region 1",1997,47,1997-11-15 19:00:00,0.812671,10181,"1997/1998",17
"72","HHS Regions","Region 2",1997,47,1997-11-15 19:00:00,7.56716,10181,"1997/1998",17
"73","HHS Regions","Region 3",1997,47,1997-11-15 19:00:00,1.97065,10181,"1997/1998",17
"74","HHS Regions","Region 4",1997,47,1997-11-15 19:00:00,1.25262,10181,"1997/1998",17
"75","HHS Regions","Region 5",1997,47,1997-11-15 19:00:00,1.43349,10181,"1997/1998",17
"76","HHS Regions","Region 6",1997,47,1997-11-15 19:00:00,3.41822,10181,"1997/1998",17
"77","HHS Regions","Region 7",1997,47,1997-11-15 19:00:00,0.766084,10181,"1997/1998",17
"78","HHS Regions","Region 8",1997,47,1997-11-15 19:00:00,3.216,10181,"1997/1998",17
"79","HHS Regions","Region 9",1997,47,1997-11-15 19:00:00,2.31456,10181,"1997/1998",17
"80","HHS Regions","Region 10",1997,47,1997-11-15 19:00:00,1.35945,10181,"1997/1998",17
"81","HHS Regions","Region 1",1997,48,1997-11-22 19:00:00,1.22797,10188,"1997/1998",18
"82","HHS Regions","Region 2",1997,48,1997-11-22 19:00:00,0.40265,10188,"1997/1998",18
"83","HHS Regions","Region 3",1997,48,1997-11-22 19:00:00,1.98579,10188,"1997/1998",18
"84","HHS Regions","Region 4",1997,48,1997-11-22 19:00:00,1.05024,10188,"1997/1998",18
"85","HHS Regions","Region 5",1997,48,1997-11-22 19:00:00,2.03415,10188,"1997/1998",18
"86","HHS Regions","Region 6",1997,48,1997-11-22 19:00:00,3.85026,10188,"1997/1998",18
"87","HHS Regions","Region 7",1997,48,1997-11-22 19:00:00,0.667747,10188,"1997/1998",18
"88","HHS Regions","Region 8",1997,48,1997-11-22 19:00:00,0.773458,10188,"1997/1998",18
"89","HHS Regions","Region 9",1997,48,1997-11-22 19:00:00,2.36077,10188,"1997/1998",18
"90","HHS Regions","Region 10",1997,48,1997-11-22 19:00:00,1.17213,10188,"1997/1998",18
"91","HHS Regions","Region 1",1997,49,1997-11-29 19:00:00,1.71588,10195,"1997/1998",19
"92","HHS Regions","Region 2",1997,49,1997-11-29 19:00:00,1.71911,10195,"1997/1998",19
"93","HHS Regions","Region 3",1997,49,1997-11-29 19:00:00,1.77506,10195,"1997/1998",19
"94","HHS Regions","Region 4",1997,49,1997-11-29 19:00:00,1.22195,10195,"1997/1998",19
"95","HHS Regions","Region 5",1997,49,1997-11-29 19:00:00,1.34182,10195,"1997/1998",19
"96","HHS Regions","Region 6",1997,49,1997-11-29 19:00:00,3.36631,10195,"1997/1998",19
"97","HHS Regions","Region 7",1997,49,1997-11-29 19:00:00,0.69962,10195,"1997/1998",19
"98","HHS Regions","Region 8",1997,49,1997-11-29 19:00:00,7.4479,10195,"1997/1998",19
"99","HHS Regions","Region 9",1997,49,1997-11-29 19:00:00,2.28604,10195,"1997/1998",19
"100","HHS Regions","Region 10",1997,49,1997-11-29 19:00:00,1.03086,10195,"1997/1998",19
"101","HHS Regions","Region 1",1997,50,1997-12-06 19:00:00,1.23053,10202,"1997/1998",20
"102","HHS Regions","Region 2",1997,50,1997-12-06 19:00:00,1.81569,10202,"1997/1998",20
"103","HHS Regions","Region 3",1997,50,1997-12-06 19:00:00,2.12021,10202,"1997/1998",20
"104","HHS Regions","Region 4",1997,50,1997-12-06 19:00:00,2.51906,10202,"1997/1998",20
"105","HHS Regions","Region 5",1997,50,1997-12-06 19:00:00,1.76054,10202,"1997/1998",20
"106","HHS Regions","Region 6",1997,50,1997-12-06 19:00:00,3.19316,10202,"1997/1998",20
"107","HHS Regions","Region 7",1997,50,1997-12-06 19:00:00,1.60936,10202,"1997/1998",20
"108","HHS Regions","Region 8",1997,50,1997-12-06 19:00:00,1.40537,10202,"1997/1998",20
"109","HHS Regions","Region 9",1997,50,1997-12-06 19:00:00,3.47037,10202,"1997/1998",20
"110","HHS Regions","Region 10",1997,50,1997-12-06 19:00:00,1.17532,10202,"1997/1998",20
"111","HHS Regions","Region 1",1997,51,1997-12-13 19:00:00,1.22154,10209,"1997/1998",21
"112","HHS Regions","Region 2",1997,51,1997-12-13 19:00:00,3.60656,10209,"1997/1998",21
"113","HHS Regions","Region 3",1997,51,1997-12-13 19:00:00,2.1289,10209,"1997/1998",21
"114","HHS Regions","Region 4",1997,51,1997-12-13 19:00:00,3.03245,10209,"1997/1998",21
"115","HHS Regions","Region 5",1997,51,1997-12-13 19:00:00,1.669,10209,"1997/1998",21
"116","HHS Regions","Region 6",1997,51,1997-12-13 19:00:00,3.861,10209,"1997/1998",21
"117","HHS Regions","Region 7",1997,51,1997-12-13 19:00:00,1.66342,10209,"1997/1998",21
"118","HHS Regions","Region 8",1997,51,1997-12-13 19:00:00,1.32044,10209,"1997/1998",21
"119","HHS Regions","Region 9",1997,51,1997-12-13 19:00:00,2.95297,10209,"1997/1998",21
"120","HHS Regions","Region 10",1997,51,1997-12-13 19:00:00,2.54745,10209,"1997/1998",21
"121","HHS Regions","Region 1",1997,52,1997-12-20 19:00:00,1.07721,10216,"1997/1998",22
"122","HHS Regions","Region 2",1997,52,1997-12-20 19:00:00,3.51987,10216,"1997/1998",22
"123","HHS Regions","Region 3",1997,52,1997-12-20 19:00:00,3.40614,10216,"1997/1998",22
"124","HHS Regions","Region 4",1997,52,1997-12-20 19:00:00,4.80589,10216,"1997/1998",22
"125","HHS Regions","Region 5",1997,52,1997-12-20 19:00:00,2.53506,10216,"1997/1998",22
"126","HHS Regions","Region 6",1997,52,1997-12-20 19:00:00,5.27238,10216,"1997/1998",22
"127","HHS Regions","Region 7",1997,52,1997-12-20 19:00:00,0.953705,10216,"1997/1998",22
"128","HHS Regions","Region 8",1997,52,1997-12-20 19:00:00,3.28615,10216,"1997/1998",22
"129","HHS Regions","Region 9",1997,52,1997-12-20 19:00:00,7.90666,10216,"1997/1998",22
"130","HHS Regions","Region 10",1997,52,1997-12-20 19:00:00,2.54746,10216,"1997/1998",22
"131","HHS Regions","Region 1",1997,53,1997-12-27 19:00:00,3.24726,10223,"1997/1998",23
"132","HHS Regions","Region 2",1997,53,1997-12-27 19:00:00,1.41355,10223,"1997/1998",23
"133","HHS Regions","Region 3",1997,53,1997-12-27 19:00:00,4.19421,10223,"1997/1998",23
"134","HHS Regions","Region 4",1997,53,1997-12-27 19:00:00,3.9262,10223,"1997/1998",23
"135","HHS Regions","Region 5",1997,53,1997-12-27 19:00:00,3.81833,10223,"1997/1998",23
"136","HHS Regions","Region 6",1997,53,1997-12-27 19:00:00,6.59701,10223,"1997/1998",23
"137","HHS Regions","Region 7",1997,53,1997-12-27 19:00:00,2.30995,10223,"1997/1998",23
"138","HHS Regions","Region 8",1997,53,1997-12-27 19:00:00,1.62761,10223,"1997/1998",23
"139","HHS Regions","Region 9",1997,53,1997-12-27 19:00:00,15.9426,10223,"1997/1998",23
"140","HHS Regions","Region 10",1997,53,1997-12-27 19:00:00,2.69546,10223,"1997/1998",23
"141","HHS Regions","Region 1",1998,1,1998-01-03 19:00:00,3.26437,10230,"1997/1998",24
"142","HHS Regions","Region 2",1998,1,1998-01-03 19:00:00,2.03693,10230,"1997/1998",24
"143","HHS Regions","Region 3",1998,1,1998-01-03 19:00:00,5.05135,10230,"1997/1998",24
"144","HHS Regions","Region 4",1998,1,1998-01-03 19:00:00,3.31603,10230,"1997/1998",24
"145","HHS Regions","Region 5",1998,1,1998-01-03 19:00:00,2.76375,10230,"1997/1998",24
"146","HHS Regions","Region 6",1998,1,1998-01-03 19:00:00,7.27426,10230,"1997/1998",24
"147","HHS Regions","Region 7",1998,1,1998-01-03 19:00:00,1.56189,10230,"1997/1998",24
"148","HHS Regions","Region 8",1998,1,1998-01-03 19:00:00,1.6744,10230,"1997/1998",24
"149","HHS Regions","Region 9",1998,1,1998-01-03 19:00:00,8.99298,10230,"1997/1998",24
"150","HHS Regions","Region 10",1998,1,1998-01-03 19:00:00,3.34526,10230,"1997/1998",24
"151","HHS Regions","Region 1",1998,2,1998-01-10 19:00:00,2.15486,10237,"1997/1998",25
"152","HHS Regions","Region 2",1998,2,1998-01-10 19:00:00,1.92308,10237,"1997/1998",25
"153","HHS Regions","Region 3",1998,2,1998-01-10 19:00:00,6.04283,10237,"1997/1998",25
"154","HHS Regions","Region 4",1998,2,1998-01-10 19:00:00,3.88534,10237,"1997/1998",25
"155","HHS Regions","Region 5",1998,2,1998-01-10 19:00:00,3.41414,10237,"1997/1998",25
"156","HHS Regions","Region 6",1998,2,1998-01-10 19:00:00,6.48192,10237,"1997/1998",25
"157","HHS Regions","Region 7",1998,2,1998-01-10 19:00:00,2.92685,10237,"1997/1998",25
"158","HHS Regions","Region 8",1998,2,1998-01-10 19:00:00,4.83527,10237,"1997/1998",25
"159","HHS Regions","Region 9",1998,2,1998-01-10 19:00:00,5.63842,10237,"1997/1998",25
"160","HHS Regions","Region 10",1998,2,1998-01-10 19:00:00,3.86847,10237,"1997/1998",25
"161","HHS Regions","Region 1",1998,3,1998-01-17 19:00:00,4.19507,10244,"1997/1998",26
"162","HHS Regions","Region 2",1998,3,1998-01-17 19:00:00,7.3615,10244,"1997/1998",26
"163","HHS Regions","Region 3",1998,3,1998-01-17 19:00:00,5.42543,10244,"1997/1998",26
"164","HHS Regions","Region 4",1998,3,1998-01-17 19:00:00,2.94869,10244,"1997/1998",26
"165","HHS Regions","Region 5",1998,3,1998-01-17 19:00:00,4.49932,10244,"1997/1998",26
"166","HHS Regions","Region 6",1998,3,1998-01-17 19:00:00,5.62791,10244,"1997/1998",26
"167","HHS Regions","Region 7",1998,3,1998-01-17 19:00:00,6.96129,10244,"1997/1998",26
"168","HHS Regions","Region 8",1998,3,1998-01-17 19:00:00,9.37904,10244,"1997/1998",26
"169","HHS Regions","Region 9",1998,3,1998-01-17 19:00:00,6.67666,10244,"1997/1998",26
"170","HHS Regions","Region 10",1998,3,1998-01-17 19:00:00,7.90212,10244,"1997/1998",26
"171","HHS Regions","Region 1",1998,4,1998-01-24 19:00:00,4.28226,10251,"1997/1998",27
"172","HHS Regions","Region 2",1998,4,1998-01-24 19:00:00,7.05708,10251,"1997/1998",27
"173","HHS Regions","Region 3",1998,4,1998-01-24 19:00:00,5.19632,10251,"1997/1998",27
"174","HHS Regions","Region 4",1998,4,1998-01-24 19:00:00,4.38035,10251,"1997/1998",27
"175","HHS Regions","Region 5",1998,4,1998-01-24 19:00:00,6.15695,10251,"1997/1998",27
"176","HHS Regions","Region 6",1998,4,1998-01-24 19:00:00,6.06346,10251,"1997/1998",27
"177","HHS Regions","Region 7",1998,4,1998-01-24 19:00:00,8.2188,10251,"1997/1998",27
"178","HHS Regions","Region 8",1998,4,1998-01-24 19:00:00,8.29849,10251,"1997/1998",27
"179","HHS Regions","Region 9",1998,4,1998-01-24 19:00:00,4.79764,10251,"1997/1998",27
"180","HHS Regions","Region 10",1998,4,1998-01-24 19:00:00,5.2888,10251,"1997/1998",27
"181","HHS Regions","Region 1",1998,5,1998-01-31 19:00:00,5.03228,10258,"1997/1998",28
"182","HHS Regions","Region 2",1998,5,1998-01-31 19:00:00,8.10663,10258,"1997/1998",28
"183","HHS Regions","Region 3",1998,5,1998-01-31 19:00:00,4.75381,10258,"1997/1998",28
"184","HHS Regions","Region 4",1998,5,1998-01-31 19:00:00,3.73236,10258,"1997/1998",28
"185","HHS Regions","Region 5",1998,5,1998-01-31 19:00:00,6.54296,10258,"1997/1998",28
"186","HHS Regions","Region 6",1998,5,1998-01-31 19:00:00,10.3737,10258,"1997/1998",28
"187","HHS Regions","Region 7",1998,5,1998-01-31 19:00:00,8.12636,10258,"1997/1998",28
"188","HHS Regions","Region 8",1998,5,1998-01-31 19:00:00,5.78398,10258,"1997/1998",28
"189","HHS Regions","Region 9",1998,5,1998-01-31 19:00:00,4.33191,10258,"1997/1998",28
"190","HHS Regions","Region 10",1998,5,1998-01-31 19:00:00,5.05283,10258,"1997/1998",28
"191","HHS Regions","Region 1",1998,6,1998-02-07 19:00:00,3.60087,10265,"1997/1998",29
"192","HHS Regions","Region 2",1998,6,1998-02-07 19:00:00,3.65924,10265,"1997/1998",29
"193","HHS Regions","Region 3",1998,6,1998-02-07 19:00:00,6.13278,10265,"1997/1998",29
"194","HHS Regions","Region 4",1998,6,1998-02-07 19:00:00,2.85373,10265,"1997/1998",29
"195","HHS Regions","Region 5",1998,6,1998-02-07 19:00:00,5.36765,10265,"1997/1998",29
"196","HHS Regions","Region 6",1998,6,1998-02-07 19:00:00,9.65896,10265,"1997/1998",29
"197","HHS Regions","Region 7",1998,6,1998-02-07 19:00:00,4.46488,10265,"1997/1998",29
"198","HHS Regions","Region 8",1998,6,1998-02-07 19:00:00,4.08614,10265,"1997/1998",29
"199","HHS Regions","Region 9",1998,6,1998-02-07 19:00:00,3.68601,10265,"1997/1998",29
"200","HHS Regions","Region 10",1998,6,1998-02-07 19:00:00,4.89052,10265,"1997/1998",29
"201","HHS Regions","Region 1",1998,7,1998-02-14 19:00:00,3.25056,10272,"1997/1998",30
"202","HHS Regions","Region 2",1998,7,1998-02-14 19:00:00,0.353382,10272,"1997/1998",30
"203","HHS Regions","Region 3",1998,7,1998-02-14 19:00:00,3.4307,10272,"1997/1998",30
"204","HHS Regions","Region 4",1998,7,1998-02-14 19:00:00,2.36918,10272,"1997/1998",30
"205","HHS Regions","Region 5",1998,7,1998-02-14 19:00:00,3.88996,10272,"1997/1998",30
"206","HHS Regions","Region 6",1998,7,1998-02-14 19:00:00,6.32876,10272,"1997/1998",30
"207","HHS Regions","Region 7",1998,7,1998-02-14 19:00:00,2.60365,10272,"1997/1998",30
"208","HHS Regions","Region 8",1998,7,1998-02-14 19:00:00,2.19656,10272,"1997/1998",30
"209","HHS Regions","Region 9",1998,7,1998-02-14 19:00:00,4.77553,10272,"1997/1998",30
"210","HHS Regions","Region 10",1998,7,1998-02-14 19:00:00,4.17196,10272,"1997/1998",30
"211","HHS Regions","Region 1",1998,8,1998-02-21 19:00:00,1.35401,10279,"1997/1998",31
"212","HHS Regions","Region 2",1998,8,1998-02-21 19:00:00,0.716497,10279,"1997/1998",31
"213","HHS Regions","Region 3",1998,8,1998-02-21 19:00:00,2.24142,10279,"1997/1998",31
"214","HHS Regions","Region 4",1998,8,1998-02-21 19:00:00,2.10114,10279,"1997/1998",31
"215","HHS Regions","Region 5",1998,8,1998-02-21 19:00:00,2.33768,10279,"1997/1998",31
"216","HHS Regions","Region 6",1998,8,1998-02-21 19:00:00,5.0068,10279,"1997/1998",31
"217","HHS Regions","Region 7",1998,8,1998-02-21 19:00:00,2.10151,10279,"1997/1998",31
"218","HHS Regions","Region 8",1998,8,1998-02-21 19:00:00,2.07961,10279,"1997/1998",31
"219","HHS Regions","Region 9",1998,8,1998-02-21 19:00:00,3.35501,10279,"1997/1998",31
"220","HHS Regions","Region 10",1998,8,1998-02-21 19:00:00,2.53366,10279,"1997/1998",31
"221","HHS Regions","Region 1",1998,9,1998-02-28 19:00:00,0.664226,10286,"1997/1998",32
"222","HHS Regions","Region 2",1998,9,1998-02-28 19:00:00,1.83647,10286,"1997/1998",32
"223","HHS Regions","Region 3",1998,9,1998-02-28 19:00:00,2.26006,10286,"1997/1998",32
"224","HHS Regions","Region 4",1998,9,1998-02-28 19:00:00,1.70601,10286,"1997/1998",32
"225","HHS Regions","Region 5",1998,9,1998-02-28 19:00:00,1.02118,10286,"1997/1998",32
"226","HHS Regions","Region 6",1998,9,1998-02-28 19:00:00,2.67351,10286,"1997/1998",32
"227","HHS Regions","Region 7",1998,9,1998-02-28 19:00:00,1.26723,10286,"1997/1998",32
"228","HHS Regions","Region 8",1998,9,1998-02-28 19:00:00,1.84056,10286,"1997/1998",32
"229","HHS Regions","Region 9",1998,9,1998-02-28 19:00:00,1.52452,10286,"1997/1998",32
"230","HHS Regions","Region 10",1998,9,1998-02-28 19:00:00,2.89543,10286,"1997/1998",32
"231","HHS Regions","Region 1",1998,10,1998-03-07 19:00:00,0.456624,10293,"1997/1998",33
"232","HHS Regions","Region 2",1998,10,1998-03-07 19:00:00,2.56172,10293,"1997/1998",33
"233","HHS Regions","Region 3",1998,10,1998-03-07 19:00:00,2.39205,10293,"1997/1998",33
"234","HHS Regions","Region 4",1998,10,1998-03-07 19:00:00,1.36966,10293,"1997/1998",33
"235","HHS Regions","Region 5",1998,10,1998-03-07 19:00:00,2.21214,10293,"1997/1998",33
"236","HHS Regions","Region 6",1998,10,1998-03-07 19:00:00,2.81254,10293,"1997/1998",33
"237","HHS Regions","Region 7",1998,10,1998-03-07 19:00:00,0.550836,10293,"1997/1998",33
"238","HHS Regions","Region 8",1998,10,1998-03-07 19:00:00,1.008,10293,"1997/1998",33
"239","HHS Regions","Region 9",1998,10,1998-03-07 19:00:00,2.13712,10293,"1997/1998",33
"240","HHS Regions","Region 10",1998,10,1998-03-07 19:00:00,2.64696,10293,"1997/1998",33
"241","HHS Regions","Region 1",1998,11,1998-03-14 19:00:00,0.230781,10300,"1997/1998",34
"242","HHS Regions","Region 2",1998,11,1998-03-14 19:00:00,3.45004,10300,"1997/1998",34
"243","HHS Regions","Region 3",1998,11,1998-03-14 19:00:00,2.14617,10300,"1997/1998",34
"244","HHS Regions","Region 4",1998,11,1998-03-14 19:00:00,1.24687,10300,"1997/1998",34
"245","HHS Regions","Region 5",1998,11,1998-03-14 19:00:00,1.76995,10300,"1997/1998",34
"246","HHS Regions","Region 6",1998,11,1998-03-14 19:00:00,1.64111,10300,"1997/1998",34
"247","HHS Regions","Region 7",1998,11,1998-03-14 19:00:00,1.02869,10300,"1997/1998",34
"248","HHS Regions","Region 8",1998,11,1998-03-14 19:00:00,1.07433,10300,"1997/1998",34
"249","HHS Regions","Region 9",1998,11,1998-03-14 19:00:00,0.720646,10300,"1997/1998",34
"250","HHS Regions","Region 10",1998,11,1998-03-14 19:00:00,2.18053,10300,"1997/1998",34
"251","HHS Regions","Region 1",1998,12,1998-03-21 19:00:00,0.179348,10307,"1997/1998",35
"252","HHS Regions","Region 2",1998,12,1998-03-21 19:00:00,7.03319,10307,"1997/1998",35
"253","HHS Regions","Region 3",1998,12,1998-03-21 19:00:00,1.96565,10307,"1997/1998",35
"254","HHS Regions","Region 4",1998,12,1998-03-21 19:00:00,1.72774,10307,"1997/1998",35
"255","HHS Regions","Region 5",1998,12,1998-03-21 19:00:00,1.11101,10307,"1997/1998",35
"256","HHS Regions","Region 6",1998,12,1998-03-21 19:00:00,0.245826,10307,"1997/1998",35
"257","HHS Regions","Region 7",1998,12,1998-03-21 19:00:00,0.100841,10307,"1997/1998",35
"258","HHS Regions","Region 8",1998,12,1998-03-21 19:00:00,NA,10307,"1997/1998",35
"259","HHS Regions","Region 9",1998,12,1998-03-21 19:00:00,1.50724,10307,"1997/1998",35
"260","HHS Regions","Region 10",1998,12,1998-03-21 19:00:00,1.65979,10307,"1997/1998",35
"261","HHS Regions","Region 1",1998,13,1998-03-28 19:00:00,0.170639,10314,"1997/1998",36
"262","HHS Regions","Region 2",1998,13,1998-03-28 19:00:00,3.0554,10314,"1997/1998",36
"263","HHS Regions","Region 3",1998,13,1998-03-28 19:00:00,1.9682,10314,"1997/1998",36
"264","HHS Regions","Region 4",1998,13,1998-03-28 19:00:00,0.732376,10314,"1997/1998",36
"265","HHS Regions","Region 5",1998,13,1998-03-28 19:00:00,0.90138,10314,"1997/1998",36
"266","HHS Regions","Region 6",1998,13,1998-03-28 19:00:00,0.0794589,10314,"1997/1998",36
"267","HHS Regions","Region 7",1998,13,1998-03-28 19:00:00,0.260315,10314,"1997/1998",36
"268","HHS Regions","Region 8",1998,13,1998-03-28 19:00:00,0.922618,10314,"1997/1998",36
"269","HHS Regions","Region 9",1998,13,1998-03-28 19:00:00,0.741921,10314,"1997/1998",36
"270","HHS Regions","Region 10",1998,13,1998-03-28 19:00:00,1.62918,10314,"1997/1998",36
"271","HHS Regions","Region 1",1998,14,1998-04-04 19:00:00,0.128423,10321,"1997/1998",37
"272","HHS Regions","Region 2",1998,14,1998-04-04 19:00:00,5.39271,10321,"1997/1998",37
"273","HHS Regions","Region 3",1998,14,1998-04-04 19:00:00,1.86457,10321,"1997/1998",37
"274","HHS Regions","Region 4",1998,14,1998-04-04 19:00:00,0.86099,10321,"1997/1998",37
"275","HHS Regions","Region 5",1998,14,1998-04-04 19:00:00,0.819698,10321,"1997/1998",37
"276","HHS Regions","Region 6",1998,14,1998-04-04 19:00:00,NA,10321,"1997/1998",37
"277","HHS Regions","Region 7",1998,14,1998-04-04 19:00:00,0.343053,10321,"1997/1998",37
"278","HHS Regions","Region 8",1998,14,1998-04-04 19:00:00,0.991915,10321,"1997/1998",37
